URL,タイトル,詐欺種別,名称等,所在地,代表者,電話番号,E-mail,被害内容
https://www.wise-agent.com/%e3%80%90%e3%81%ad%e3%81%9a%e3%81%bf%e8%ac%9b%e3%80%91%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be%e3%82%b9%e3%82%a4%e3%83%b3%e3%82%b0-%e3%81%ab%e9%96%a2%e3%81%99%e3%82%8b%e6%83%85%e5%a0%b1%e6%8f%90%e4%be%9b/,【ねずみ講】株式会社スイング に関する情報提供,副業・在宅ワーク詐欺,株式会社スイング (林ゴルフメソッド),東京都新宿区北新宿四丁目4番16号 ヤマコート淀橋301　　,丸岡　達,03-6403-3385,contact@hayashi-golf.jp,"数十万円から百万円単位の入会金を支払わせて会員を募集し，会員に新たな新規会員を募集させてその紹介料で収益が得られるというスキームで「ワークスタイル」という商品を販売。無限連鎖商法（違法行為）にあたる可能性もあり。
なお，販売会社は「株式会社リアル」という会社にも関わらず，クレジットカード決済において，決済代行会社と契約しているのは株式会社スイングであることから名義貸し，または実際の販売会社はスイングであると思われる。販売形態は，電話勧誘販売取引，及び業務提供誘因販売取引であるが，通販を主張してクーリングオフには応じないことから相談急増中。
被害に遭われた方は当センターまでご相談ください。
"
https://www.wise-agent.com/%e3%82%a2%e3%83%b3%e3%82%b5%e3%83%bc%e3%82%ba%e5%85%a8%e9%a1%8d%e8%bf%94%e9%87%91%e7%9b%b8%e8%ab%87%e7%aa%93%e5%8f%a3%e9%96%8b%e8%a8%ad/,アンサーズ全額返金相談窓口開設,情報商材,一般社団法人日本統計機構,-,-,-,-,"消費者庁の調査により，一般社団法人日本統計機構が販売する情報商材「アンサーズ」の広告は虚偽であることが認定されました。
これは消費者被害ではなく，詐欺被害ということになりますので当法人では詐欺罪による刑事告訴，及び特定商取引法違反による刑事告発を検討しています。併せて被害回復の対策も受け付けておりますので被害者の方は当法人までご相談ください。
"
https://www.wise-agent.com/%e3%83%95%e3%83%ad%e3%83%a0%e3%83%8d%e3%83%83%e3%83%88%e3%82%b5%e3%83%bc%e3%83%95%e3%82%a3%e3%83%b3%e3%81%ae%e8%a2%ab%e5%ae%b3%e3%81%ab%e9%81%ad%e3%82%8f%e3%82%8c%e3%81%9f%e6%96%b9%e3%81%b8%e3%80%90fr/,フロムネットサーフィンの返金請求は可能です【From Net Surfing】,悪徳商法,株式会社TURKS,東京都千代田区二番町９－３ＴｈｅＢａｓｅ麹町１階,代表取締役　神谷隆介,03-6233-8384,jump@turks.co.jp,"株式会社TURKSせどりの情報商材を提供する会社。代表者の自宅は賃料の安いアパートなのでおそらく名前だけの代表者であると思われる。
サポート電話と称して電話をかけさるように仕向けて，その電話で契約を勧誘してカード決済をさせるという手口。これは電話勧誘販売に該当するのでクーリングオフが可能だが返金には応じない。
被害急増中につき，被害者の方は当センターまでご相談ください。
 
"
https://www.wise-agent.com/%e3%80%90d9club%e3%80%91%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be%e3%82%bb%e3%83%96%e3%83%b3%e8%a2%ab%e5%ae%b3%e8%80%85%e3%81%ae%e4%bc%9a/,【D9club】株式会社セブン被害者の会【菅井裕介】,その他投資詐欺,株式会社セブン,-,菅井裕介,-,-,"株式会社セブンはD9clubの「登録代行」を行う。
D9clubは第二種金融商品に該当するおそれがあるため，その場合は金融庁に第二種金融業者としての届出を必要とするが，株式会社セブンは「登録代行」であると主張して実質無登録で第二種金融商品の勧誘業務を行う。
以上，胡散臭いこと極まりないので要注意。
"
https://www.wise-agent.com/%e8%97%a4%e6%9c%ac%e4%ba%ac%e3%81%ae%e8%97%a4%e6%9c%ac%e9%8c%ac%e9%87%91%e5%80%b6%e6%a5%bd%e9%83%a8%e3%80%80%e8%a2%ab%e5%ae%b3%e7%9b%b8%e8%ab%87%e7%aa%93%e5%8f%a3/,藤本京の藤本錬金倶楽部　被害相談窓口,FX投資詐欺,-,東京都港区南青山2丁目2番15号ウィン青山942,-,03-6380-6742,info@kryrso.com,"藤本京の藤本錬金倶楽部は，サービスの内容を一切開示しないで販売していましたが，実際に提供されたのは結局競馬予想システムでした。
広告では「最低でも１年以内に１億円以上のキャッシュを１００％稼がせることを誓います」と謡っていますが，当然稼げない内容です。
ところで，ウィン青山という建物にはなぜ情報商材業者が多いのでしょうか・・
同じ組織が複数の会社名を使用しているのかもしれません。
※藤本錬金倶楽部に関する被害相談は当法人までご相談ください。
 
 
"
https://www.wise-agent.com/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%benoway%e3%81%ab%e9%96%a2%e3%81%99%e3%82%8b%e3%83%88%e3%83%a9%e3%83%96%e3%83%ab%e7%9b%b8%e8%ab%87%e5%8f%97%e4%bb%98%e4%b8%ad/,株式会社NOWAYに関するトラブル相談受付中,悪徳商法,株式会社NOWAY,-,｛削除依頼により削除｝　　,-,-,"株式会社NOWAYに関するご相談は当センターまでご連絡ください。
 
 
"
https://www.wise-agent.com/%e6%9c%ac%e9%83%b7%e3%82%b8%e3%83%a7%e3%82%a6%e3%82%b8%e3%80%8ebitlinx-%ce%b2%e3%83%86%e3%82%b9%e3%82%bf%e3%83%bc%e3%80%8f%e8%bf%94%e9%87%91%e5%af%be%e7%ad%96/,本郷ジョウジ『Bitlinx.βテスター』返金対策,情報商材,合同会社ホット,-,-,-,-,"16,000円のフロントの商品（撒き餌さ）において『電話コンサル』を提供し，
電話コンサルと称して電話を架けさせて高額のバックエンド商品を契約させるという手口。
『返金保証』を約束するが，返金はされない。
クーリングオフには応じないという消費者被害が急増中。
 
被害者の方は当法人までご相談ください。
 
"
https://www.wise-agent.com/%e3%80%90%e8%a9%90%e6%ac%ba%e3%82%a8%e3%82%b9%e3%83%86%ef%bd%8c%ef%bd%81%ef%bd%95%ef%bd%92%ef%bd%81-%e3%80%91%e5%a4%a7%e6%b1%9f%e3%82%81%e3%81%90%ef%bc%8c%e7%94%b0%e6%9d%91%e6%9c%aa%e5%bc%a5%e5%ad%90/,【Laura 】大江めぐ，田村未弥子，岡田真由美【赤羽橋矯正サロンBB】,悪徳商法,Laura（＝赤羽橋矯正サロンBB ）,東京都港区三田1-3-24サンウッド三田パークサイドタワー1404号室,大江めぐ，田村未弥子，岡田真由美,080-5703-7985,-,"ミクシーなどで友人として接近し，「一時的に契約金が必要だが後で全額返金する。」などと無料モニターとして勧誘し，一回１０万円の高額のエステを販売する。被害相談が急増中。店長田村未弥子，代表者大江めぐ，他４名で構成されている。LAURA，及びその関係者に関する被害相談急増中につき被害者の方は当センターにご相談ください。
 
"
https://www.wise-agent.com/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be-soft-ex-%e3%80%90%e8%a2%ab%e5%ae%b3%e9%80%9f%e5%a0%b1%e3%80%91/,株式会社 Soft-EX 【被害速報】,悪徳商法,-,東京都中央区日本橋兜町20-5 兜町八千代ビル3F,髙井　理道,03-6661-7385,-,"株式会社 Soft-EX による悪質な投資詐欺が急増しております。
被害に遭われた方はご相談ください。
 
"
https://www.wise-agent.com/%e3%83%89%e3%83%aa%e3%83%bc%e3%83%a0%e3%82%aa%e3%83%bc%e3%82%b7%e3%83%a3%e3%83%b3%e3%83%97%e3%83%ad%e3%82%b8%e3%82%a7%e3%82%af%e3%83%88%e8%a2%ab%e5%ae%b3%e7%9b%b8%e8%ab%87%e7%aa%93%e5%8f%a3/,【坂本まり】ドリームオーシャンプロジェクト刑事告発,情報商材,株式会社LUXYART (ラクシーアート),東京都中央区銀座6-6-1風月堂ビル5F（レンタルオフィス）,坂本麻里（さかもとまり）,03-5537-6672,-,"株式会社LUXYARTが提供する「ドリームオーシャンプロジェクト」とは，スマホで撮影した写真を１枚数万で販売することができるというまさに夢のようなビジネスだそうです。
ドリームオーシャンプロジェクトに入会すると，①実は誰でも無料で利用することができる画像販売サイトのアカウントと，
②「インスタグラムの開設方法」や「マイイーサウォレットのアカウント開設方法」
など，誰でも知ることができる情報を，「利権」と称して提供されます。

以下のフォームから消費庁に被害状況を告発することができます。(特定商取引法違反被疑情報提供フォーム)https://form.caa.go.jp/shohisha/opinion-2000.php
消費者庁が行政措置を講じる判断基準として，被害件数が重要な基準となりますので，被害に遭われた方は上記より被害申告を出してください。
 
なお，坂本まりの動画広告が削除されているため，動画を保存している方がいましたらご提供願います。
"
https://www.wise-agent.com/%e3%80%90%ef%bd%8d%ef%bd%94%ef%bd%93%e9%81%8b%e7%94%a8%e3%82%bb%e3%83%9f%e3%83%8a%e3%83%bc%e3%80%91%e3%82%a2%e3%82%af%e3%82%bb%e3%82%b9%e3%83%a9%e3%82%a4%e3%83%95%e5%90%88%e5%90%8c%e4%bc%9a%e7%a4%be/,【ＭＴＳ運用セミナー】アクセスライフ合同会社【投資詐欺】,FX投資詐欺,アクセスライフ合同会社,-,木村ケンタロウ,0120-780-823,info@1access1.com,"詐欺被害相談急増中ににつき被害者様のご相談を受け付けております。
"
https://www.wise-agent.com/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be%e3%82%bb%e3%83%b3%e3%82%bf%e3%83%bc%e3%83%95%e3%82%a3%e3%83%bc%e3%83%ab%e3%83%89%e7%ab%b6%e9%a6%ac%e8%a9%90%e6%ac%ba%e4%bc%9a%e7%a4%be/,株式会社センターフィールド競馬詐欺会社,競馬予想詐欺,ロトビルド（LOTO Build）,〒123-4567 東京都中央区銀座7-13-6,佐藤一郎,03-4431-1449,info@loto6-build.com,"ロト６の当選番号を教えると言って，供託金，または保証金名目で現金を詐取する。
"
https://www.wise-agent.com/the-time-project%e8%bf%94%e9%87%91%e7%9b%b8%e8%ab%87%e7%aa%93%e5%8f%a3/,THE TIME PROJECT返金相談窓口,仮想通貨詐欺,ＴＭＪ株式会社,東京都中央区日本橋小舟町15-17,自称 成田童夢,-,info@the-timeproject.com,"ＴＭＪ株式会社は，「THE TIME PROJECT」と称して，システムを起動すると口座に毎日最低３万円から１０万円の利益が半永久的に得ることができるという売買システムを販売すると謡っていますが，その実態はMT4に読み込ませるただのプログラムであり、あAIではありません。
被害に遭われた方は当法人までお問い合わせください。
 
"
https://www.wise-agent.com/%e9%a0%88%e7%94%b0%e4%bd%91%e8%bc%94%e3%80%80%e8%a2%ab%e5%ae%b3%e8%80%85%e3%81%ae%e4%bc%9a/,【詐欺師】須田佑輔　被害者の会,悪徳商法,株式会社ラーレン(旧商号株式会社IDP),東京都中央区勝どき6-3-1​-3309​号,-,-,-,"株式会社IDP(代表取締役石田真之介)の関係者として詐欺商法を繰り返す小悪党。
被害内容：FX自動売買ソフト，ブックメーカー関連の商材などを法外な価格で売り付け，その他コンサルタント料と称して現金を詐取されたとの被害相談が急増中。
ターゲットに消費者金融で借金をさせて契約代金をせしめる手口で被害急増中。知的障碍者に消費者金融に行かせるなど目に余る極悪非道
 
東京都中央区勝どき6-3-1​-3309​号のタワーマンションが活動拠点。
詐欺グループの中には女性もいるという。
 

"
https://www.wise-agent.com/%e8%a5%bf%e7%94%b0%e5%93%b2%e9%83%8e%e3%81%ab%e3%82%88%e3%82%8b%e5%89%af%e6%a5%ad%e8%a9%90%e6%ac%ba%e3%80%8e%e4%bf%ba%e3%81%ae%e3%83%8b%e3%83%a5%e3%83%bc%e3%82%b9%ef%bc%8c%e3%83%9e%e3%83%8f%e3%83%a9/,西田哲郎による副業詐欺『俺のニュース，マハラジャ』被害救済について,情報商材,合同会社AKDcompany,大阪府大阪市福島区吉野2-11-20,西田哲郎,-,-,"合同会社AKDcompany西田哲郎は，『俺のニュース』という副業を提供する会社。
『俺のニュース』購入は，ニュース記事を投稿することで業務委託報酬が得られるというが，その支払われないと炎上中。
その理由は，決済代行会社にクレームが入り過ぎたせいでアカウントを止められ，売り上げが入ってこない，ということらしい。
このような状況でも，
『俺のニュース』の購入代金をクレジットカードで支払った方は被害救済が可能です。
 
被害者の方は当法人までご相談ください。
 
 
"
https://www.wise-agent.com/%e3%83%93%e3%83%83%e3%83%88%e3%83%aa%e3%83%a5%e3%83%bc%e3%82%b8%e3%83%a7%e3%83%b3bitregion%e8%a2%ab%e5%ae%b3%e8%80%85%e3%81%ae%e4%bc%9a/,ビットリュージョン(BitRegion)被害者の会,悪徳商法,ビットリュージョン(BitRegion),-,-,-,-,"ビットリュージョン(BitRegion)に関する被害情報をお寄せください。
"
https://www.wise-agent.com/%e6%9d%89%e5%b1%b1%e7%99%bb%e3%80%8c%e7%99%bb%e7%ab%9c%e9%96%80%e3%83%93%e3%82%b8%e3%83%8d%e3%82%b9%e3%80%8d%e8%a9%90%e6%ac%ba%e8%a2%ab%e5%ae%b3%e7%9b%b8%e8%ab%87/,杉山登「登竜門ビジネス」詐欺被害相談,情報商材,合同会社Y'sWorks,茨城県守谷市松が丘3丁目2-2,杉山登,-,toryumon@dragonline.jp,"「私の考案したビジネスを行うことであなたは５万円から１０万円の現金収入をたったの１日で稼ぐことが可能になる」
という夢のようなビジネス，その名は「登竜門ビジネス」を提供する合同会社Y’sWorksですがこれが本当なら，販売せずに自社の社員にやらせておいた方が儲かるはずです。
極めて悪質な情報取材になりますので，既に登竜門ビジネス購入されてしまった方は当事務所にご相談ください。
 
 
 
 
"
https://www.wise-agent.com/%e3%81%90%e3%81%b3%e3%81%90%e3%81%b3%e3%83%93%e3%82%b8%e3%83%8d%e3%82%b9%e8%bf%94%e9%87%91%e7%9b%b8%e8%ab%87%e7%aa%93%e5%8f%a3/,ぐびぐびビジネス返金相談窓口,副業・在宅ワーク詐欺,株式会社スマイル,-,小沢雄太,-,-,"ぐびぐびビジネスとは，アンケートに回答すると企業から報酬が得られるという内容ですが，実際にアンケートの回答に報酬を支払う企業が存在することについては疑義があり，収益を得ることはできないという相談が急増しています。
広告においては1日1万円稼げるということですが，実際に稼げるような性質ではありません。
この手口は「アンサーズ実践会」とまったく同じです。
 
返金を求めたい方は当法人までご相談ください。
 
 
以下のフォームから消費庁に被害状況を告発することができます。(特定商取引法違反被疑情報提供フォーム)https://form.caa.go.jp/shohisha/opinion-2000.php
"
https://www.wise-agent.com/%e3%80%90%e6%8c%81%e7%b6%9a%e5%8c%96%e7%b5%a6%e4%bb%98%e9%87%91%e8%a9%90%e6%ac%ba%e3%80%91%e7%a8%8e%e7%90%86%e5%a3%ab%e9%98%aa%e6%9c%ac%e5%92%8c%e5%8f%b8%e3%81%ab%e5%ae%b6%e5%ae%85%e6%8d%9c%e7%b4%a2/,【持続化給付金詐欺】税理士阪本和司に沖縄県警が家宅捜索！逮捕間近か!?,その他特殊詐欺,阪本和司税理士事務所,沖縄県那覇市久米１丁目７−３ 2階,阪本和司,098-866-9746,-,"持続化給付金詐欺で逮捕された『野田潤一』の事件に関連し、税理士阪本和司が家宅捜索を受けました。
家宅捜索の様子の写真が琉球新報社のウェブサイトに掲載しれていますが、その写真に映る建物の外観と、Googleマップで見た阪本税理士事務所がある建物の外観が同じなのて、家宅捜索を受けたのは阪本和司税理士で間違いありません。
 
当法人が入手した資料を確認すると、阪本税理士は本人の依頼もなく無断で確定申告書その他必要書面を作成して持続化給付金を申請しているようです。その他複数のブローカーが組織的に関わっていることが確認されています。

上がニュース報道の写真。
下がグーグルマップの写真

 
 
 
 
"
https://www.wise-agent.com/%e5%89%af%e6%a5%ad%e8%a9%90%e6%ac%ba%e3%80%8c%e3%82%bf%e3%83%83%e3%83%97%e3%82%a4%e3%82%ba%e3%83%9e%e3%83%8d%e3%83%bc%e3%80%8d%e8%a2%ab%e5%ae%b3%e7%9b%b8%e8%ab%87%e7%aa%93%e5%8f%a3/,タップイズマネー被害相談窓口,情報商材,株式会社Quest（クエスト）,東京都新宿区西落合2-14-13,遠藤純一,03-5304-5101,-,"低額の商材（撒き餌さ）を購入させた後，「電話コンサル」と称して消費者に電話相談の予約をさせ，予約日時に電話勧誘販売を仕掛ける手口。
販売ページ　http://tap-is-m.net/second/
タップイズマネーは，電話で強引にクレジット決済をさせるなど，電話勧誘販売取引に該当する販売行為をしているが，クーリングオフには一切応じません。
 
※被害に遭われた方は諦める前に当法人までご相談ください。
 
"
https://www.wise-agent.com/%e4%b8%8a%e7%94%b0%e8%b2%b4%e5%a4%a7-team-euphoria%ef%bc%88%e3%83%a6%e3%83%bc%e3%83%95%e3%82%a9%e3%83%aa%e3%82%a2%ef%bc%89%e8%bf%94%e9%87%91%e5%af%be%e7%ad%96%e5%8f%97%e4%bb%98%e4%b8%ad/,上田貴大 TEAM Euphoria（ユーフォリア）返金対策受付中,情報商材,-,-,-,-,-,"TEAM Euphoria（ユーフォリア）はクーリングオフによる被害回復が可能です。
とはいえ相手方は返還に応じません。
このような場合はクレジットカード決済を強制取消させることにより被害回復が実現します。
当事務所では迅速に契約解除手続きを行い，被害回復を達成させます。
 
被害者の方はまず当法人までご相談ください。
"
https://www.wise-agent.com/%e3%80%90%e6%b3%a8%e6%84%8f%e5%96%9a%e8%b5%b7%e3%80%91moneta-%ef%bc%88s4%e3%82%b7%e3%82%b9%e3%83%86%e3%83%a0/,【注意喚起】MONETA （S4システム),FX投資詐欺,株式会社アイビス,-,-,-,-,"株式会社アイビスが販売するMONETA という役務の内容は，購入者に現金300万円をプレゼントして，その300万円は直接渡さずに，「S4システム」という証券会社を模倣したウェブサイト（http://s4-system.com/login.php）で運用するという内容です。
ログインすると運用により，300万円が600万円に増えたように見せかけています。
そして，その600万円を引き出そうとすると，株式会社アイビスに連絡するように画面上に表示されます。
おそらく600万円の出金を口実にさらなる現金を要求されることになると思われます。
 
※MONETA （S4システム)の被害に遭われた方はご相談ください。
 
"
https://www.wise-agent.com/hello-world/,ジョモスインターナショナル投資詐欺会社,FX投資詐欺,ロトビルド（LOTO Build）,〒123-4567 東京都中央区銀座7-13-6,佐藤一郎,03-4431-1449,info@loto6-build.com,"ロト６の当選番号を教えると言って，供託金，または保証金名目で現金を詐取する。
"
https://www.wise-agent.com/%e3%83%93%e3%83%83%e3%83%88%e3%83%97%e3%83%a9%e3%82%a4%e3%83%a0%e3%82%b9-%e8%a9%90%e6%ac%ba%e8%a2%ab%e5%ae%b3%e6%83%85%e5%a0%b1/,BITPRIMUS-ビットプライムス 被害情報【ビットコイン詐欺】,その他投資詐欺,株式会社ビットスパイア,-,不明,-,-,"株式会社ビットスパイアのビットアセットマネージメントシステムによる，「ビットプライムス」に ビットコインを預けると代わりに運用してくれて資産が増えるという詐術によりビットコインを詐取するという被害が急増中。
ARBIT SYSTEMという自動売買ツールにより資産がゼロになることはないと謡っているが，実際にはゼロになったという理由で預けたビットコインは返してくれない。
ビットプライムス・ARBIT SYSTEMの被害に遭われた方は返金実績のある当法人までご相談ください。
"
https://www.wise-agent.com/%e3%83%93%e3%83%83%e3%83%88%e3%82%a2%e3%82%bb%e3%83%83%e3%83%88%e3%83%9e%e3%83%8d%e3%83%bc%e3%82%b8%e3%83%a1%e3%83%b3%e3%83%88%e3%82%b7%e3%82%b9%e3%83%86%e3%83%a0%ef%bd%9c%e8%a2%ab%e5%ae%b3%e7%9b%b8/,BITPRIMUS事件｜告訴状提出される,仮想通貨詐欺,株式会社ビットスパイア,大阪市西区北堀江2-8-17,-,-,-,"株式会社ビットスパイアの手口は，月利は最低10%を謡い，自社で運営する，BIT ASSET MANAGEMENT CLUBに法外な手数料と取って入会させ，会員にBITPRIMUSにおいて，ビットスパイアに代理取引をさせるための「口座」を開設させています。償還は１年後からということですが，BITPRIMUSのビットコイン保有残高がゼロになるという被害が続出しています。
株式会社ビットスパイアに関する被害相談が急増しているため，当法人では刑事告発を視野に実態調査を行っていましたが，ビットスパイアのスキームがある程度みえており，刑事告訴を提出するに至りました。当初は，資金決済法違反での刑事告発を検討しておりましたが，実態を確認してきた結果，罪状を詐欺罪及び組織的犯罪処罰法３条１項１３号（組織的詐欺）として告訴状を提出しています。
■主要メンバー・磯田　克己（イソダカツミ）・石黒　司　（イシグロツカサ）・武田　力　（タケダリキ）　https://twitter.com/tkd73273515・松井　聖也（マツイセイヤ）　https://twitter.com/adgawpwp・安原　達也（ヤスハラタツヤ）・大久保恭平なお，上記の者らはオプザイルとも関係している。
http://bbs-homework.com/One_Viwe.php?i=80
 
※ビットアセットマネージメントシステム，ビットスパイアによる被害に遭われた方は当法人までご相談ください。
"
https://www.wise-agent.com/the-secret%e8%a2%ab%e5%ae%b3%e5%af%be%e7%ad%96%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6%e3%80%90%e7%95%91%e5%b2%a1%e5%ae%8f%e5%85%89%e3%80%91/,The Secret被害対策について【畑岡宏光】,仮想通貨詐欺,株式会社トラスト,-,畑岡宏光,-,-,"The Secret（ザ・シークレット）を購入すると仮想通貨取引所でアカウントを開設するように斡旋されます。
アカウントを開設すると運用の原資となるビットコインを当該仮想通貨取引所に送金させますが，当該取引所では，「1年間は出金ができない」という制限が課されます。
 
しかし，実は，その仮想通貨取引所は偽物の仮想通貨取引所である事実が判明しています。つまりビットコインを詐取するための一手段としてThe Secret（ザ・シークレット）は販売されています。
 
なお，無登録で，業務として仮想通貨の運用を代理する営業行為は資金決済法に違反します。
 
※被害に遭われた方は当法人までご相談ください。
 
"
https://www.wise-agent.com/%e3%83%ad%e3%83%88%e5%b7%9d%e5%b3%b6%e5%a1%be%e3%83%ad%e3%83%88%e8%a9%90%e6%ac%ba%e4%bc%9a%e7%a4%be/,ロト川島塾ロト詐欺会社,ロト6詐欺,ロトビルド（LOTO Build）,〒123-4567 東京都中央区銀座7-13-6,佐藤一郎,03-4431-1449,info@loto6-build.com,"ロト６の当選番号を教えると言って，供託金，または保証金名目で現金を詐取する。
"
https://www.wise-agent.com/%e6%9d%be%e6%9d%91%e3%83%86%e3%82%af%e3%83%8e%e3%83%ad%e3%82%b8%e3%83%bc%e5%89%af%e6%a5%ad%e8%a9%90%e6%ac%ba%e4%bc%9a%e7%a4%be/,松村テクノロジー副業詐欺会社,副業・在宅ワーク詐欺,ロトビルド（LOTO Build）,〒123-4567 東京都中央区銀座7-13-6,佐藤一郎,03-4431-1449,info@loto6-build.com,"ロト６の当選番号を教えると言って，供託金，または保証金名目で現金を詐取する。
"
https://www.wise-agent.com/digital-asset-technologies%e3%81%ab%e9%96%a2%e3%81%99%e3%82%8b%e6%83%85%e5%a0%b1%e6%8f%90%e4%be%9b%e3%82%92%e6%b1%82%e3%82%81%e3%81%be%e3%81%99/,Digital Asset Technologiesに関する情報提供を求めます,仮想通貨詐欺,デジタルアセットテクノロジー,"1650 Technology Drive, San Jose, California 95110 USA",不明,03-6912-5744,admin@arbitsystem.com,"ARBITSYSTEMというビットコインを自動売買取引するシステムを提供する会社。
外国企業を装っているが事業主体は日本に存在すると思われます。。
当法人では，株式会社ビットスパイア及びBITPRIMUS運営者を，通常の詐欺罪により刑事告訴する準備を進めてきましたが，関係者の証言や証拠を検証するところ，通常の詐欺ではなく，より重たい刑罰が科せられる組織的詐欺罪の成立余地があると判断しました。
デジタルアセットテクノロジーも何らかの形でビットスパイア及びBITPRIMUSに関与している可能性があるため，デジタルアセットテクノロジーによる被害情報を求めています。
被害者の方のご協力をお願い致します。
"
https://www.wise-agent.com/%e9%bb%92%e6%be%a4%e6%98%87%e3%80%8a%e9%87%91%e3%81%ae%e5%b0%8f%e6%a7%8c%e3%80%8b%e8%a2%ab%e5%ae%b3%e7%9b%b8%e8%ab%87%e5%8f%97%e4%bb%98%e4%b8%ad/,黒澤昇《金の小槌》被害相談受付中,FX投資詐欺,株式会社ジェイピーテック,岡山県倉敷市安江62番地3,黒澤昇,-,info@kinnokoduchi.biz,"黒澤昇は，『毎週20万円の現金がその場で手に入る』として「金の小槌 KIN no KOZUCH」販売しています。さらに 維持費名目でTREASURE SHIP MEMBERSというバックエンド商品を勧誘されます。
サービスの実体は，XM証券での自動売買ツール。
被害者がXM証券で取引をする毎に黒澤昇には手数料が入る仕組み。店頭デリバティブ取引の投資判断の提供に該当する，すなわち金融商品取引業の無登録に該当すると思われます。
黒澤昇《金の小槌》の被害相談は当法人までご相談ください。
 
 
 
"
https://www.wise-agent.com/%e4%b8%80%e5%ae%ae%e5%b8%82%e5%9c%a8%e4%bd%8f%e8%87%aa%e7%a7%b0%e3%80%8e%e9%ab%98%e6%9e%97%e3%82%a4%e3%83%84%e3%82%ad%e3%80%8f%e3%81%ab%e9%96%a2%e3%81%99%e3%82%8b%e6%83%85%e5%a0%b1%e6%8f%90%e4%be%9b/,【IN GROUPE】高林イツキに関する情報提供,情報商材,IN GROUPE　LUC888&evolution,一宮市、名古屋市、岐阜県,自称高林イツキ,不明,不明,"訳あって『高林いつき』という人物の身元を確認したいのですが，本名かどうかも分かりません。愛知県か岐阜県に住んでいると思われます。職業は，オンラインカジノ（https://luc888.co/）という日本国内では違法行為である賭博行為に関するコンサルティング業務をしているようです。
 
『高林いつき』ご存知の方は些細なことでもいいので情報を提供されたいです。
氏名　高林いつき
居所　愛知県一宮市，名古屋又は岐阜県と推定
職業　LUC888&evolutionの運営管理（https://t.me/LUC888_ingroup）
　　　（絶対に何があっても登録しないください。↑）
　　　情報商材等の販売もしている。
愛車　マセラッティ（色シルバー　内装色赤）
属性　上から下までオールブランド主義でお金持アピールが痛いほど激しい　
座右の銘は『全てを超越』とのこと。
 
 
これはあくまでも余談ですが，LUC888&evolutionが会員に紹介しているコイン買取業者(会員でもある)が，会員からオンラインカジノのコインを騙し取るという詐欺事件が発生し，その買取業者は現在音信不通。個人のコイン買取業者はほぼ全部が詐欺師なので注意してください。（※決して『高林いつき』が詐欺の犯人などとは言っているのではありません。）
 

 
（投稿欄に『被害内容』と表示されていますが，本投稿記事では詐欺被害に遭ったと暗黙に述べてるわけではなく，記事の内容以外に意図はなく，余談部分は本記事の趣旨とは関係がありません。）
 


 
 
 

 

 

 
"
https://www.wise-agent.com/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be%e3%82%b8%e3%83%91%e3%83%b3%e3%82%b0%e3%80%8e%e9%87%91%e3%81%a8%e9%8a%80%e3%83%97%e3%83%ad%e3%82%b8%e3%82%a7%e3%82%af%e3%83%88%e3%80%8f%e8%a9%90%e6%ac%ba%e8%a2%ab/,株式会社ジパング『金と銀プロジェクト』返金実績有り,その他投資詐欺,株式会社ジパング（旧アドバンスドキャピタル）,東京都千代田区内神田1-18-11東京ロイヤルプラザ８１１,代表取締役　高橋五郎　　,-,-,"【被害事例】田中保彦が主役の仮想通貨詐欺。『金と銀プロジェクト』は金と銀のアービトラージ。被害者続出で炎上中。株式会社ジパングの決済代行業務は「株式会社ＰＣＩＮＳ」という決済代行会社。
そしてＰＣＩＮＳの代理店が『株式会社Aty』Atyは主に情報商材業者の決済代行業務を引き受けている代理店で，「平田篤史」「大塚智洋」など与沢翼の元関係者らが運営している。そのAtyがジパングと提携して決済代行業務の一役を担っているらしい。ＰＣＩＮＳのウェブサイト(http://pcins.jp/)には，ジパングの対応で電話サポートが込み合っているというコメントが掲載されていることから相当数の被害者がいると思われる。
 
※ジパングの被害は返金実績がある当法人までご相談ください。
【刑事告発着手のお知らせ】現在複数の被害者より相談を受けておりましたが被害回復の見込みがないなど犯情悪質であり，被害者も関係者に対する刑事処罰を求めているため，当法人が委託している行政書士に刑事告発を委託することになりました。罪状は明らかにできませんが，被告訴人は株式会社ジパング代表取締役，田中保彦になりますが，与沢翼の元弟子F氏も幇助犯として被告発人に含めるか検討しております。被害者の方の情報提供を求めておりますので，田中保彦らの刑罰を求めたい方は何卒ご協力ください。
 
 
 
"
